Transaction_ID,User_ID,Insurance_Type,Premium,Date,Payment_Status,Reason
INS_2578295A2144,PP1105064,Car,10335.15,2024-11-28,Successful,Successful
INS_5774A1D44267,PP0012241,Term Life,10935.96,2024-01-15,Successful,Successful
INS_E23EEA8FDEA5,PP0040460,Health,5159.66,2024-08-25,Successful,Successful
INS_38035C7F40F1,PP1103974,Bike,10472.72,2024-01-08,Successful,Successful
INS_F6B4AD49DBE4,PP0022164,Health,1635.8,2024-09-16,Successful,Successful
INS_A984434A98DA,PP1106799,Bike,11131.85,2024-05-13,Successful,Successful
INS_85906152413B,PP0046234,Term Life,2867.63,2024-07-23,Successful,Successful
INS_0FBF05C6959A,PP1068269,Health,17920.68,2024-01-15,Successful,Successful
INS_4C9BD54EC235,PP1106528,Bike,16061.82,2024-06-04,Successful,Successful
INS_8C75D64BCCE4,PP0006169,Health,15142.05,2024-09-25,Successful,Successful
INS_79D5855E8CB8,PP0009040,Term Life,19484.24,2024-04-20,Successful,Successful
INS_85A55CBB18BF,PP0036155,Bike,16914.18,2024-04-11,Successful,Successful
INS_6BCFA5AFEC33,PP0010879,Car,6702.69,2024-11-13,Successful,Successful
INS_0AA3CD505897,PP1089877,Bike,16183.47,2024-01-27,Successful,Successful
INS_5285A43D40E8,PP0046711,Bike,14312.72,2024-07-23,Successful,Successful
INS_C79F1EAAA31C,PP0019713,Car,2978.42,2024-09-13,Successful,Successful
INS_6600DB1F919D,PP0037156,Car,17579.64,2024-11-25,Successful,Successful
INS_7E83E9E4827D,PP1090677,Bike,15749.09,2024-11-07,Successful,Successful
INS_F1E0CAFE4A1D,PP1089594,Health,16346.97,2024-01-30,Successful,Successful
INS_C26903C2E4C8,PP1074030,Bike,16777.41,2024-02-27,Successful,Successful
INS_5ACEC9862530,PP1073631,Health,5227.47,2024-11-12,Successful,Successful
INS_C1D4A01C7DF0,PP1062049,Health,15658.83,2024-09-22,Successful,Successful
INS_D70CBBC6E86F,PP1100707,Bike,11628.15,2024-03-15,Failed,Wrong PIN
INS_3A0F5F6839F4,PP1083740,Car,15611.36,2024-12-23,Successful,Successful
INS_26BDE388275D,PP1106728,Term Life,9411.31,2024-08-28,Successful,Successful
INS_8A583695393A,PP0005219,Bike,7321.84,2024-07-17,Successful,Successful
INS_7DDF899A95DF,PP1073511,Car,17319.14,2024-07-11,Successful,Successful
INS_411D21E69B3A,PP1066084,Health,8874.55,2024-09-23,Successful,Successful
INS_502F1D827425,PP1049598,Car,9331.54,2024-07-14,Successful,Successful
INS_EF217D2C47CC,PP1080594,Health,18909.15,2024-03-19,Successful,Successful
INS_D862CEF0BD4D,PP1084790,Health,5953.56,2024-04-28,Successful,Successful
INS_28CDFBAA9256,PP0007064,Car,1343.59,2024-09-05,Successful,Successful
INS_3724FFE61677,PP0038468,Bike,11962.84,2024-04-05,Successful,Successful
INS_8A1B15F84256,PP0013957,Health,16851.63,2024-09-13,Successful,Successful
INS_1ADF52D30972,PP0001150,Term Life,4378.28,2024-08-25,Successful,Successful
INS_ACE116E74F39,PP1050333,Bike,18178.66,2024-11-24,Successful,Successful
INS_D04510A06EA4,PP0003248,Bike,18649.87,2024-01-13,Successful,Successful
INS_B8D8372C1945,PP0046283,Bike,14704.46,2024-09-26,Successful,Successful
INS_D3C9A65760C8,PP1079465,Term Life,9008.62,2024-11-22,Successful,Successful
INS_260901DE68F7,PP0020361,Car,9891.75,2024-11-20,Successful,Successful
INS_487FE45D2F5C,PP0009516,Car,19123.14,2024-04-30,Successful,Successful
INS_957483FB0A12,PP0026176,Bike,2666.7,2024-09-18,Successful,Successful
INS_C6AC3DF6AAFA,PP1057049,Car,10062.27,2024-12-18,Successful,Successful
INS_30D8767FDB84,PP1049440,Term Life,9056.56,2024-08-04,Successful,Successful
INS_7F6EB1444C1B,PP1091922,Car,14126.87,2024-01-14,Successful,Successful
INS_81AF35F2CD3F,PP0033262,Health,10099.51,2024-03-19,Successful,Successful
INS_CB2220C1C4A8,PP1072673,Car,10346.62,2024-05-31,Successful,Successful
INS_5EF2D993D015,PP1102127,Bike,15868.7,2024-03-06,Failed,Wrong PIN
INS_0B154D30D062,PP1106251,Health,16634.35,2024-02-06,Successful,Successful
INS_7883AE562B7E,PP1095572,Term Life,2231.7,2024-11-01,Successful,Successful
INS_4639EF1D06B0,PP1080065,Bike,583.14,2024-12-09,Successful,Successful
INS_87315E148A14,PP0012887,Health,7979.58,2024-07-22,Successful,Successful
INS_D60B9DFAB642,PP1090678,Health,932.99,2024-09-18,Successful,Successful
INS_11AC6D21A866,PP0025514,Term Life,8639.48,2024-01-01,Successful,Successful
INS_7C5212B7840C,PP1076890,Car,15777.83,2024-12-27,Successful,Successful
INS_A734A75716DB,PP0030368,Health,13070.29,2024-12-24,Successful,Successful
INS_9A76E6F0753E,PP0001749,Health,4257.22,2024-02-16,Successful,Successful
INS_78B0FBB286D9,PP1087357,Health,16267.37,2024-01-26,Successful,Successful
INS_8F1C2C51EB7B,PP1080722,Term Life,5530.29,2024-12-17,Successful,Successful
INS_F7526EAFD89F,PP1068082,Bike,16180.68,2024-05-15,Successful,Successful
INS_32BAB0C02341,PP1079885,Car,12647.5,2024-12-27,Successful,Successful
INS_D5CAEB604E11,PP0000258,Car,9207.31,2024-07-23,Successful,Successful
INS_2895B9EF3A13,PP0028951,Health,12812.61,2024-05-09,Successful,Successful
INS_721E35A6675B,PP1051857,Term Life,15481.65,2024-05-14,Successful,Successful
INS_DDEA9314E7F2,PP1093116,Health,13299.71,2024-05-31,Successful,Successful
INS_022ED2C08BD7,PP1092421,Term Life,13486.09,2024-11-25,Successful,Successful
INS_2AD644727648,PP0007561,Bike,16747.27,2024-12-17,Successful,Successful
INS_2BE19D3E6289,PP0012259,Car,1336.02,2024-12-07,Successful,Successful
INS_B6049A80AA7F,PP1078827,Car,1111.32,2024-12-30,Successful,Successful
INS_C4739EDA687B,PP0040732,Bike,13084.56,2024-01-19,Successful,Successful
INS_761FD5037EE3,PP0037812,Term Life,1565.94,2024-06-27,Successful,Successful
INS_1B2B29C7A5EB,PP0025067,Bike,19125.3,2024-01-24,Successful,Successful
INS_A29C5A4BEB0E,PP0049288,Car,14933.16,2024-10-19,Successful,Successful
INS_7B2DFC4B7112,PP0022922,Car,16438.23,2024-11-29,Successful,Successful
INS_84110678B5EC,PP0045528,Bike,13757.77,2024-04-15,Successful,Successful
INS_4FF1BB7D4BF7,PP1074040,Term Life,7322.25,2024-01-04,Successful,Successful
INS_A2066F242CDC,PP1073470,Health,15669.21,2024-12-18,Successful,Successful
INS_A85086DA0E3B,PP0005747,Car,11664.06,2024-09-10,Successful,Successful
INS_7BAE1C11B2DD,PP0014029,Car,2359.17,2024-06-23,Successful,Successful
INS_B1C62A92FA1A,PP1067105,Health,11704.72,2024-07-24,Successful,Successful
INS_CC4FDA9B2871,PP0019368,Health,12754.62,2024-08-13,Successful,Successful
INS_28F6463C335F,PP1079123,Car,1984.19,2024-10-11,Successful,Successful
INS_ACB9286566B9,PP1093460,Bike,6272.69,2024-11-12,Successful,Successful
INS_CCB9CABC6F6A,PP1066956,Health,14521.58,2024-09-10,Successful,Successful
INS_515D7601DADC,PP1093821,Car,18480.18,2024-02-25,Successful,Successful
INS_D83CE7EBAE34,PP0018695,Health,643.84,2024-08-14,Successful,Successful
INS_671BBA2676CF,PP1092580,Health,17196.54,2024-08-19,Successful,Successful
INS_120681E75546,PP0039513,Car,19473.43,2024-09-24,Successful,Successful
INS_D815F477D578,PP1086735,Bike,19490.65,2024-12-30,Successful,Successful
INS_DFDD07ECC67B,PP0012293,Car,5859.6,2024-07-06,Successful,Successful
INS_5DBC22F2F3A0,PP0015495,Term Life,6048.8,2024-01-16,Successful,Successful
INS_925E60B27D21,PP1099677,Health,8458.83,2024-08-29,Successful,Successful
INS_4E297103EE45,PP1079744,Term Life,12097.33,2024-09-11,Successful,Successful
INS_CB1DF09D5407,PP1052399,Term Life,10636.45,2024-06-12,Successful,Successful
INS_2AD7514334B6,PP1056492,Bike,926.14,2024-06-28,Successful,Successful
INS_A5D116791BC8,PP0018225,Term Life,13832.15,2024-12-09,Successful,Successful
INS_BBA236ECF6E5,PP1070269,Term Life,3667.87,2024-02-12,Successful,Successful
INS_514C123771B9,PP0048825,Health,9619.43,2024-05-13,Successful,Successful
INS_00D510E2925F,PP0036601,Car,1172.19,2024-08-26,Successful,Successful
INS_C63A6EA95A1C,PP0036565,Term Life,2818.39,2024-01-02,Successful,Successful
INS_A0CA6D6C96B0,PP1081734,Car,16151.37,2024-10-23,Successful,Successful
INS_E741641741F1,PP1093492,Bike,19145.05,2024-07-20,Successful,Successful
INS_E2502D8C21A7,PP0025232,Bike,19284.75,2024-09-20,Successful,Successful
INS_F0162DC7BB19,PP0021812,Health,13216.02,2024-10-22,Successful,Successful
INS_BC401E023595,PP1079157,Bike,18553.72,2024-12-12,Successful,Successful
INS_6A71DEBE098F,PP1100592,Health,13397.02,2024-09-18,Successful,Successful
INS_3F3E79A9D82F,PP0012495,Term Life,14732.89,2024-02-21,Successful,Successful
INS_B4AD5858C305,PP1107218,Term Life,899.52,2024-11-11,Successful,Successful
INS_FAB0144D7F86,PP0018022,Health,13005.52,2024-05-20,Successful,Successful
INS_CC1CA7BD95D8,PP0043335,Car,934.9,2024-05-04,Successful,Successful
INS_FB72812F82C9,PP0049042,Car,17337.01,2024-04-04,Successful,Successful
INS_DC8C84DF694A,PP1093536,Term Life,11945.42,2024-05-25,Successful,Successful
INS_81E4CB80B717,PP0027790,Term Life,655.08,2024-07-16,Successful,Successful
INS_B71A0DB85348,PP0024584,Term Life,10691.52,2024-10-16,Failed,Insufficient amount
INS_2F35869B3637,PP1104926,Car,8751.56,2024-04-23,Successful,Successful
INS_0D1CCE46264B,PP1099800,Term Life,1735.42,2024-02-14,Successful,Successful
INS_983CC3CB487E,PP0038973,Health,16912.67,2024-04-12,Successful,Successful
INS_F216A54A5233,PP1098755,Term Life,10931.81,2024-04-26,Successful,Successful
INS_3CCC824F4976,PP0039675,Bike,6265.19,2024-04-28,Successful,Successful
INS_CB6DDCDFD225,PP1052587,Term Life,8649.5,2024-09-27,Successful,Successful
INS_18B60D4A1F3A,PP1094063,Term Life,7310.45,2024-10-16,Successful,Successful
INS_DC3F199C8EE7,PP1078735,Bike,19865.03,2024-08-15,Successful,Successful
INS_65B6D67E9DE5,PP1103621,Bike,830.11,2024-08-20,Successful,Successful
INS_B7ADD5124E83,PP0046040,Bike,15102.54,2024-03-28,Successful,Successful
INS_B384B5E6439E,PP0009481,Car,14589.3,2024-06-12,Successful,Successful
INS_49D8DC75B8CE,PP0040721,Bike,5035.99,2024-02-25,Successful,Successful
INS_E778EC719A8D,PP1068759,Car,16440.31,2024-03-31,Successful,Successful
INS_B3805E254F63,PP1104119,Term Life,4348.36,2024-09-23,Successful,Successful
INS_D9A8D08107D6,PP0043789,Term Life,19867.7,2024-03-19,Successful,Successful
INS_CFF3B608C2B9,PP0010762,Health,11418.73,2024-06-15,Successful,Successful
INS_62471C53A8F4,PP1103088,Term Life,10940.0,2024-05-25,Successful,Successful
INS_12EFD280CD4D,PP0016052,Bike,18695.97,2024-07-25,Successful,Successful
INS_8D1B50B4D9A1,PP0019262,Car,17604.38,2024-08-21,Successful,Successful
INS_1D960AEDEA33,PP1096784,Bike,5520.13,2024-10-13,Successful,Successful
INS_69613E1552C0,PP1059799,Bike,1576.41,2024-10-03,Successful,Successful
INS_E480D1D3379D,PP0015692,Bike,6292.71,2024-04-10,Successful,Successful
INS_5E005D1EBFF4,PP0025623,Health,19109.87,2024-04-29,Successful,Successful
INS_FAEF0F030252,PP0004313,Health,13293.66,2024-09-09,Successful,Successful
INS_27ED5F494E88,PP0034126,Health,12586.7,2024-06-10,Successful,Successful
INS_C737F7C94EF0,PP0012963,Health,7347.48,2024-10-19,Successful,Successful
INS_66AC21CFE150,PP1061204,Term Life,8415.3,2024-05-04,Successful,Successful
INS_3E3ECDAF0A3C,PP1079337,Term Life,8886.19,2024-03-17,Successful,Successful
INS_0C5B642C4454,PP0048965,Term Life,16480.47,2024-08-27,Successful,Successful
INS_97214FF9AF4B,PP0003049,Health,1208.51,2024-05-14,Successful,Successful
INS_9A57455E9ABA,PP0049101,Bike,17802.24,2024-04-05,Successful,Successful
INS_29C524FAE893,PP1058997,Term Life,11954.07,2024-04-28,Successful,Successful
INS_A32B3754A53A,PP1089461,Bike,9738.7,2024-04-19,Successful,Successful
INS_952B7BB819F9,PP0031297,Bike,1767.79,2024-04-20,Successful,Successful
INS_229C8A3BBF8D,PP1081987,Health,11984.02,2024-12-08,Successful,Successful
INS_33F680307CD9,PP1067701,Health,11342.62,2024-09-14,Successful,Successful
INS_4A75F598AC6A,PP1062191,Bike,830.32,2024-02-13,Successful,Successful
INS_50BB5244C7D5,PP0024048,Bike,5360.54,2024-07-16,Successful,Successful
INS_C61DAAEAB2FA,PP1069791,Bike,12720.88,2024-05-27,Successful,Successful
INS_4CDFCF77480A,PP1083314,Health,17165.2,2024-08-27,Successful,Successful
INS_45C27214B996,PP1087675,Bike,3754.05,2024-07-20,Successful,Successful
INS_A1F1054EE54F,PP0032463,Car,18183.87,2024-04-22,Successful,Successful
INS_79B31DB61D9F,PP0018947,Health,8454.82,2024-09-14,Successful,Successful
INS_462CFA3FBB63,PP0002750,Term Life,8194.67,2024-12-16,Successful,Successful
INS_D8879CF99DAB,PP1062628,Term Life,16258.5,2024-02-02,Successful,Successful
INS_17A22D8CA102,PP1082779,Bike,4819.58,2024-06-19,Successful,Successful
INS_C30D26400986,PP1068613,Term Life,1504.12,2024-10-21,Successful,Successful
INS_0776A2855FE3,PP0023107,Bike,1286.75,2024-09-28,Successful,Successful
INS_ADCB0C185A4C,PP1101526,Bike,19488.63,2024-04-16,Successful,Successful
INS_8A9C38513980,PP1073557,Health,4778.81,2024-05-27,Successful,Successful
INS_BA90399F7A34,PP0007060,Bike,13282.83,2024-01-15,Successful,Successful
INS_BD5E060B5463,PP0048155,Bike,13197.73,2024-08-22,Successful,Successful
INS_C683F62C1D8D,PP0015293,Bike,6799.12,2024-07-15,Successful,Successful
INS_84F1E7F1E05E,PP1082504,Health,16546.38,2024-02-09,Successful,Successful
INS_754130439343,PP0000312,Bike,17117.64,2024-08-01,Successful,Successful
INS_4BB9CB91D06E,PP0006580,Bike,13096.75,2024-12-18,Successful,Successful
INS_3954C635BCEE,PP1070955,Bike,18191.47,2024-04-18,Successful,Successful
INS_3D513913A604,PP1065192,Term Life,12428.97,2024-08-05,Successful,Successful
INS_B723243F1221,PP1107275,Health,14012.4,2024-04-10,Successful,Successful
INS_AC9D6AC3ACB1,PP0010256,Bike,2187.34,2024-12-15,Successful,Successful
INS_29687CF1C92E,PP1061793,Car,1171.84,2024-07-26,Successful,Successful
INS_8A06CA565B61,PP1084434,Car,6131.59,2024-09-10,Successful,Successful
INS_788516C942F0,PP1079505,Health,6244.93,2024-09-17,Successful,Successful
INS_912C6C2738D9,PP0010439,Bike,7508.87,2024-07-17,Failed,Insufficient amount
INS_7B4D74B67045,PP1049119,Bike,3142.82,2024-03-24,Failed,Wrong PIN
INS_ECEBBE464E9C,PP1074852,Health,2452.7,2024-06-20,Successful,Successful
INS_94998D7251BB,PP1089508,Bike,11771.23,2024-09-17,Successful,Successful
INS_3FC9F1DDA96A,PP0019729,Car,671.62,2024-11-18,Successful,Successful
INS_E57345E71E9D,PP0031275,Car,3911.12,2024-07-18,Successful,Successful
INS_7AE004B1386C,PP1103050,Bike,1515.92,2024-09-30,Successful,Successful
INS_AA182B9C29B5,PP1060152,Term Life,9220.26,2024-09-08,Successful,Successful
INS_934E4A0D95FA,PP0028179,Bike,7868.52,2024-06-02,Successful,Successful
INS_3C76DEB37A41,PP1104191,Term Life,19450.26,2024-05-16,Successful,Successful
INS_77028C03C087,PP1078000,Bike,1669.61,2024-08-03,Successful,Successful
INS_89492D6406C4,PP0049456,Bike,7570.5,2024-02-09,Successful,Successful
INS_BE603FBAA26E,PP1064345,Bike,7495.56,2024-09-22,Successful,Successful
INS_94DF96692CF4,PP0029371,Bike,9900.16,2024-04-03,Successful,Successful
INS_013F2DBA506A,PP1077559,Term Life,14879.86,2024-05-12,Successful,Successful
INS_4807794C639C,PP0001685,Health,12540.65,2024-07-13,Failed,Insufficient amount
INS_759A90446490,PP0048348,Term Life,4556.78,2024-07-24,Successful,Successful
INS_19E3A7153C80,PP1086364,Car,2461.57,2024-04-23,Successful,Successful
INS_849FC6663663,PP0016210,Term Life,18708.56,2024-10-10,Successful,Successful
INS_017B1B7E2293,PP0040224,Car,16475.17,2024-07-20,Successful,Successful
INS_9607ED2FB862,PP0015660,Car,1554.25,2024-06-22,Successful,Successful
INS_9F77E5131E5E,PP0026609,Bike,7727.2,2024-08-18,Successful,Successful
INS_F0CA960F9DF1,PP1085356,Health,16947.3,2024-10-12,Successful,Successful
INS_D499D4BBEDE7,PP0032634,Bike,13663.79,2024-11-13,Successful,Successful
INS_E5C7110B8CA6,PP0021337,Bike,1993.38,2024-09-17,Failed,Insufficient amount
INS_6D3FD09E631C,PP1099828,Bike,2904.89,2024-11-17,Successful,Successful
INS_B65B67899C3C,PP0007090,Car,14077.87,2024-08-01,Successful,Successful
INS_FDEB39385AFA,PP0036204,Term Life,17054.85,2024-02-26,Successful,Successful
INS_45651693545D,PP0002546,Health,9142.95,2024-03-22,Successful,Successful
INS_7D08DBFA1FD4,PP1073213,Term Life,955.31,2024-07-04,Successful,Successful
INS_92409A2FBB0F,PP1071196,Bike,8976.3,2024-10-21,Successful,Successful
INS_9C06FFA1463A,PP1052336,Bike,8032.86,2024-02-28,Successful,Successful
INS_F74ABDB64946,PP0037728,Bike,18369.84,2024-05-25,Successful,Successful
INS_550407AA6486,PP0004033,Car,9128.36,2024-05-04,Successful,Successful
INS_31505E486985,PP1098046,Bike,1286.44,2024-05-13,Successful,Successful
INS_32C15BFC9115,PP1057016,Term Life,6712.44,2024-09-25,Successful,Successful
INS_A409BDF534B9,PP1099070,Term Life,10613.05,2024-10-31,Successful,Successful
INS_6CDA07F0355E,PP1087210,Car,2280.05,2024-08-12,Successful,Successful
INS_2D7CC61D1514,PP0032632,Term Life,19113.48,2024-03-11,Successful,Successful
INS_073DACBDEEA5,PP1090614,Car,13028.72,2024-01-21,Successful,Successful
INS_200E54DFD391,PP0006542,Health,8161.1,2024-09-12,Successful,Successful
INS_ED08E1627060,PP1090239,Car,18304.01,2024-10-10,Successful,Successful
INS_67E9F3358028,PP1096135,Bike,19874.19,2024-10-02,Successful,Successful
INS_DC0E818AF491,PP0046962,Health,3705.66,2024-05-04,Successful,Successful
INS_FAD5D3DB1F13,PP1104729,Car,5225.74,2024-08-17,Successful,Successful
INS_745762102A1A,PP1098655,Car,3253.02,2024-01-07,Successful,Successful
INS_C2154664A288,PP0046230,Bike,17164.69,2024-11-20,Successful,Successful
INS_4F0350FC8181,PP1104963,Term Life,5093.09,2024-03-27,Successful,Successful
INS_0C297BE5ABE0,PP1069945,Term Life,13125.26,2024-10-13,Successful,Successful
INS_F2FCD6B771AD,PP0023295,Car,16212.03,2024-07-15,Successful,Successful
INS_D2B387840FE6,PP0044653,Health,9623.26,2024-11-06,Failed,Insufficient amount
INS_7EBA627CEDAE,PP0013036,Car,7005.21,2024-07-02,Failed,Insufficient amount
INS_CCD729BF3D87,PP1100977,Health,5553.44,2024-12-15,Successful,Successful
INS_157E03A80FC4,PP0013177,Health,3188.67,2024-01-12,Successful,Successful
INS_E3C5893A8FA7,PP1055768,Car,12966.84,2024-08-30,Successful,Successful
INS_C9E9ECA66E0E,PP1090142,Health,6263.47,2024-10-03,Successful,Successful
INS_14149BE5A45E,PP1092277,Car,16776.96,2024-08-10,Successful,Successful
INS_F8E606DFA2B5,PP0030881,Term Life,17237.37,2024-11-01,Successful,Successful
INS_DA61E11C4EC0,PP1107498,Bike,6017.82,2024-04-02,Successful,Successful
INS_FA61D1B63D53,PP1060705,Car,13057.88,2024-01-23,Successful,Successful
INS_8AA5EBCE462A,PP1103793,Car,8485.29,2024-01-12,Successful,Successful
INS_446B081B9AD3,PP1073869,Term Life,2807.05,2024-03-20,Successful,Successful
INS_FE519439AE24,PP1079639,Car,14055.09,2024-09-20,Successful,Successful
INS_89536FA4804B,PP0015383,Health,16099.7,2024-06-19,Failed,Wrong PIN
INS_755BE0D92F18,PP0006194,Health,753.36,2024-10-23,Successful,Successful
INS_06FC6D0AEB13,PP0024730,Term Life,14882.56,2024-07-18,Successful,Successful
INS_8AAE0C63CA17,PP0026676,Term Life,18154.2,2024-02-29,Successful,Successful
INS_FAB9BC11683F,PP0007510,Bike,9496.97,2024-04-07,Successful,Successful
INS_89AA4077F261,PP0013737,Health,2801.77,2024-05-16,Successful,Successful
INS_374B6F6D2FEE,PP1072143,Bike,2104.54,2024-01-25,Successful,Successful
INS_9997DBE6436B,PP0018061,Term Life,1188.63,2024-09-04,Successful,Successful
INS_EE4AD880C46B,PP1073546,Health,17446.39,2024-06-30,Successful,Successful
INS_2070C9B8D18F,PP1103435,Term Life,4264.79,2024-03-27,Successful,Successful
INS_33DCD7F59A84,PP1053271,Bike,6063.64,2024-10-02,Successful,Successful
INS_5DB30A665CA2,PP1083203,Term Life,2004.42,2024-03-16,Successful,Successful
INS_19B5ECF57FAA,PP0023761,Term Life,8336.44,2024-01-06,Successful,Successful
INS_788F65FE9C2D,PP0044536,Health,11274.74,2024-01-27,Successful,Successful
INS_A1C6FFE6C07D,PP1068051,Term Life,17361.01,2024-11-07,Successful,Successful
INS_DC876DAB6D92,PP0009221,Term Life,11440.06,2024-05-22,Successful,Successful
INS_9CF33801013E,PP1078870,Health,966.19,2024-12-14,Successful,Successful
INS_4B703A1E9405,PP0048575,Car,12550.57,2024-06-06,Successful,Successful
INS_F041DEB9763B,PP1057993,Health,15234.96,2024-03-03,Successful,Successful
INS_71EC57777ED8,PP1054779,Car,19520.48,2024-11-25,Failed,Wrong PIN
INS_68C9DE36009B,PP1061515,Health,16831.44,2024-04-29,Successful,Successful
INS_8B91D122F6B1,PP1064508,Bike,3872.4,2024-12-21,Successful,Successful
INS_02EDD7651278,PP0013704,Term Life,4570.93,2024-05-19,Successful,Successful
INS_319BA734605B,PP0024898,Health,16500.98,2024-07-10,Successful,Successful
INS_7C2EA52B933B,PP0042049,Term Life,18832.2,2024-06-28,Successful,Successful
INS_D81EC0061F67,PP1098270,Bike,12413.65,2024-12-19,Failed,Wrong PIN
INS_A3E631F7FFCA,PP0026879,Bike,12492.71,2024-12-06,Successful,Successful
INS_F8E5D3C813C6,PP1088051,Bike,7432.83,2024-04-05,Successful,Successful
INS_E8F22DDED735,PP1073689,Term Life,15763.86,2024-05-09,Successful,Successful
INS_717B3E4B450C,PP0043872,Term Life,10688.62,2024-06-19,Successful,Successful
INS_16FF14840B2B,PP0016611,Health,18721.45,2024-09-15,Successful,Successful
INS_B8BFBB75522E,PP0042523,Car,3498.84,2024-09-25,Successful,Successful
INS_31C7686E1AF0,PP0026821,Health,4955.82,2024-06-08,Successful,Successful
INS_A118507E9F5F,PP1058670,Bike,13185.98,2024-01-31,Successful,Successful
INS_E1BCB0AF9AFA,PP1055750,Car,2843.02,2024-10-28,Successful,Successful
INS_5BFEEB303F9A,PP0006884,Car,11902.95,2024-05-14,Successful,Successful
INS_7EAE6C8C727F,PP0014833,Car,2062.24,2024-09-10,Failed,Insufficient amount
INS_1DA040290ED6,PP0028209,Term Life,17256.3,2024-09-11,Successful,Successful
INS_ECD57C3FF45A,PP0004987,Health,14733.11,2024-02-27,Successful,Successful
INS_EF9DA32D6BAF,PP0042840,Bike,4970.18,2024-12-01,Successful,Successful
INS_62A60DCD3461,PP0016093,Car,11157.39,2024-07-11,Successful,Successful
INS_AEB9FE96D4F2,PP0042030,Health,18591.27,2024-08-02,Successful,Successful
INS_975F3816434C,PP0008624,Health,14644.27,2024-01-05,Successful,Successful
INS_94827E34A31C,PP1062473,Bike,7749.07,2024-06-11,Successful,Successful
INS_7794C7FDB229,PP1059667,Car,7694.96,2024-05-01,Successful,Successful
INS_47382B8FC5C9,PP1083893,Bike,9353.78,2024-03-04,Successful,Successful
INS_F5B5FFD50252,PP0039758,Bike,17517.61,2024-04-16,Successful,Successful
INS_A6929836677B,PP1099135,Term Life,7020.95,2024-01-24,Successful,Successful
INS_1AA80E91D904,PP1085183,Bike,6333.96,2024-04-21,Successful,Successful
INS_7EFB9F203DEA,PP0029238,Car,19967.55,2024-02-01,Successful,Successful
INS_FFB6CB860780,PP1054218,Term Life,7725.31,2024-05-21,Successful,Successful
INS_4166FD3B573E,PP0029860,Car,9333.74,2024-11-23,Successful,Successful
INS_061D7740E567,PP0008143,Car,10835.58,2024-08-28,Successful,Successful
INS_5C256A14963F,PP0007465,Health,18026.26,2024-02-27,Successful,Successful
INS_B1A293D9F329,PP0033080,Bike,13141.55,2024-01-29,Successful,Successful
INS_F12710B883EA,PP0015302,Health,16108.32,2024-07-21,Successful,Successful
INS_EF673B2B7502,PP1099587,Term Life,3943.38,2024-07-07,Successful,Successful
INS_BE9221799A30,PP0027485,Car,2484.38,2024-08-21,Successful,Successful
INS_C8EA8C0ADBB5,PP1101049,Term Life,9247.28,2024-03-13,Successful,Successful
INS_CF5E3337C80A,PP1063175,Car,1499.66,2024-09-02,Successful,Successful
INS_B39000645412,PP1085260,Bike,1456.74,2024-07-27,Successful,Successful
INS_C1B8C288603E,PP0006741,Term Life,3343.53,2024-03-31,Successful,Successful
INS_A5522B6EC335,PP0000324,Bike,10985.16,2024-04-17,Successful,Successful
INS_A49DD123F4FE,PP1076775,Bike,13408.52,2024-05-11,Successful,Successful
INS_4C0121A4C3C7,PP1087369,Bike,14169.0,2024-09-04,Successful,Successful
INS_ECB850A88877,PP1076756,Car,4994.56,2024-06-24,Successful,Successful
INS_764131CF3847,PP1089066,Term Life,13032.29,2024-12-18,Successful,Successful
INS_E02CE2312209,PP1091554,Car,12512.73,2024-05-27,Successful,Successful
INS_76279AE7D1CD,PP0035870,Health,7666.29,2024-03-19,Successful,Successful
INS_6338BC861E23,PP0015152,Bike,10236.82,2024-07-10,Successful,Successful
INS_B5721B61314E,PP1052541,Bike,10233.22,2024-12-21,Successful,Successful
INS_9054E2E03F68,PP1093362,Term Life,19035.61,2024-10-31,Successful,Successful
INS_60AA3948AB0B,PP0040812,Car,17488.77,2024-03-21,Successful,Successful
INS_473319F98F5D,PP0045799,Health,15929.1,2024-07-05,Successful,Successful
INS_38F390900F63,PP1105730,Term Life,11223.26,2024-04-07,Successful,Successful
INS_A3870A496A8F,PP1090582,Bike,9597.89,2024-05-26,Successful,Successful
INS_81FE9B024DD4,PP0032270,Health,17440.48,2024-12-03,Successful,Successful
INS_B4F0B1346518,PP0019895,Health,8975.22,2024-01-02,Successful,Successful
INS_ABC4DDA84F0B,PP1083409,Bike,2362.3,2024-03-05,Successful,Successful
INS_9B10CF1CCCDF,PP1061616,Car,14622.75,2024-12-04,Successful,Successful
INS_289C4B6E6522,PP1087437,Health,14848.37,2024-04-07,Successful,Successful
INS_A370E1C0ABD3,PP1087947,Car,1965.8,2024-10-02,Successful,Successful
INS_BA4A3DC2AF6E,PP1061632,Health,17132.58,2024-05-28,Successful,Successful
INS_6140367CEDE6,PP1087322,Bike,17924.74,2024-06-30,Successful,Successful
INS_97F8813715FB,PP1086327,Bike,18292.2,2024-11-14,Successful,Successful
INS_EA0568D51092,PP0017863,Health,1704.01,2024-08-30,Successful,Successful
INS_83925D53511B,PP1073099,Term Life,3939.25,2024-08-22,Successful,Successful
INS_FD081AFB6905,PP1092277,Bike,7655.37,2024-10-28,Successful,Successful
INS_31B4812414E0,PP1072833,Bike,15679.97,2024-06-29,Successful,Successful
